Gene stable ID	Source of gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans gene name	Caenorhabditis elegans homology type	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	Gene name	Strand	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene
ENSG00000173653	HGNC Symbol	11	66842835	66846546	WBGene00001406	fce-2	ortholog_one2one	V	20425301	20431337	RCE1	1	25.228	31.203
ENSG00000102302	HGNC Symbol	X	54445454	54496166	WBGene00001366	exc-5	ortholog_one2many	IV	8799089	8813539	FGD1	-1	20.8117	23.2288
ENSG00000198650	HGNC Symbol	16	71565660	71577130	WBGene00009628	tatn-1	ortholog_one2one	X	14791008	14792980	TAT	-1	40.5286	39.6552
ENSG00000108094	HGNC Symbol	10	35008551	35090642	WBGene00000837	cul-2	ortholog_one2one	III	13687199	13692683	CUL2	-1	44.2408	39.7647
ENSG00000156239	HGNC Symbol	21	28872191	28885371	WBGene00016341	mtq-2	ortholog_one2one	II	2187149	2189457	N6AMT1	-1	43.4579	42.0814
ENSG00000106025	HGNC Symbol	7	120787320	120858402	WBGene00023491	tsp-21	ortholog_one2one	X	9932371	9937133	TSPAN12	-1	23.6066	23.9203
ENSG00000114480	HGNC Symbol	3	81489699	81762161	WBGene00011409	T04A8.7	ortholog_one2one	III	4695361	4698010	GBE1	-1	53.8462	55.5066
ENSG00000145734	HGNC Symbol	5	71455615	71567820	WBGene00015091	B0261.1	ortholog_one2one	I	5263694	5268380	BDP1	1	4.53506	15.276
ENSG00000138686	HGNC Symbol	4	121824440	121870497	WBGene00003892	osm-12	ortholog_one2one	III	12191056	12202450	BBS7	-1	32.8671	32.5936
ENSG00000061273	HGNC Symbol	12	47782722	47833132	WBGene00001837	hda-4	ortholog_one2many	X	16729559	16744698	HDAC7	-1	28.1534	32.1059
ENSG00000101384	HGNC Symbol	20	10637684	10673999	WBGene00018547	clec-78	ortholog_one2many	IV	3989102	4014195	JAG1	-1	21.5928	7.48435
ENSG00000163131	HGNC Symbol	1	150730196	150765957	WBGene00000776	cpl-1	ortholog_one2many	V	16592572	16595346	CTSS	-1	44.713	43.9169
ENSG00000185721	HGNC Symbol	22	31399523	31530634	WBGene00012126	T28D6.6	ortholog_one2one	III	11326654	11343108	DRG1	1	80.654	80.8743
ENSG00000130766	HGNC Symbol	1	28259527	28282491	WBGene00022279	sesn-1	ortholog_one2many	I	27591	32544	SESN2	1	24.1667	24.4726
ENSG00000177990	HGNC Symbol	12	63558913	63668939	WBGene00001078	dpy-19	ortholog_one2many	III	8659872	8667482	DPY19L2	-1	35.3562	39.2387
ENSG00000134207	HGNC Symbol	1	114089291	114153919	WBGene00004925	snt-5	ortholog_one2many	V	1393112	1411616	SYT6	-1	29.8824	27.7293
ENSG00000170271	HGNC Symbol	5	154818491	154859252	WBGene00009902	drd-1	ortholog_one2many	II	8388051	8389891	FAXDC2	-1	31.5315	39.0335
ENSG00000170271	HGNC Symbol	5	154818491	154859252	WBGene00009903	F49E12.10	ortholog_one2many	II	8391088	8392281	FAXDC2	-1	30.9309	36.014
ENSG00000130772	HGNC Symbol	1	28329002	28335967	WBGene00007018	mdt-18	ortholog_one2one	I	6492722	6494754	MED18	1	31.25	28.0172
ENSG00000011332	HGNC Symbol	19	38211006	38229714	WBGene00016200	dpff-1	ortholog_one2many	III	5903576	5906122	DPF1	-1	28.5024	31.7204
ENSG00000143387	HGNC Symbol	1	150796208	150808323	WBGene00000776	cpl-1	ortholog_one2many	V	16592572	16595346	CTSK	-1	42.8571	41.8398
ENSG00000165091	HGNC Symbol	9	72521608	72838230	WBGene00015177	tmc-2	ortholog_many2many	X	9303724	9310439	TMC1	1	30.7895	18.9015
ENSG00000165091	HGNC Symbol	9	72521608	72838230	WBGene00020490	tmc-1	ortholog_many2many	X	1163153	1177172	TMC1	1	31.9737	18.9105
ENSG00000142208	HGNC Symbol	14	104769349	104795751	WBGene00000102	akt-1	ortholog_many2many	V	10248907	10252895	AKT1	-1	58.3333	51.2821
ENSG00000142208	HGNC Symbol	14	104769349	104795751	WBGene00000103	akt-2	ortholog_many2many	X	14147700	14152070	AKT1	-1	55.2083	50.1894
ENSG00000155508	HGNC Symbol	5	154857553	154876793	WBGene00000369	ccf-1	ortholog_one2many	III	11918828	11920237	CNOT8	1	42.8082	40.3226
ENSG00000006607	HGNC Symbol	2	241356243	241494841	WBGene00001490	frm-3	ortholog_one2many	X	11572565	11585126	FARP2	1	22.2011	21.4482
ENSG00000157219	HGNC Symbol	7	155070324	155085749	WBGene00004779	ser-4	ortholog_one2one	III	1723194	1733101	HTR5A	1	34.1737	27.4157
ENSG00000164008	HGNC Symbol	1	42767269	42779488	WBGene00007436	C08B11.9	ortholog_one2one	II	8037316	8038167	C1orf50	1	31.6583	33.871
ENSG00000143437	HGNC Symbol	1	150809705	150876768	WBGene00000095	aha-1	ortholog_one2many	I	10193925	10197000	ARNT	-1	27.6299	48.1236
ENSG00000129152	HGNC Symbol	11	17719568	17722131	WBGene00001948	hlh-1	ortholog_one2many	II	4518560	4522523	MYOD1	1	23.4375	23.1481
ENSG00000040199	HGNC Symbol	16	71637835	71724701	WBGene00009647	phlp-2	ortholog_one2many	III	4209492	4216724	PHLPP2	-1	23.7339	27.8863
ENSG00000257341	Clone-based (Ensembl) gene	14	105487199	105492267	WBGene00015216	valv-1	ortholog_many2many	IV	7444639	7445432	AL928654.3	1	75.3247	69.0476
ENSG00000257341	Clone-based (Ensembl) gene	14	105487199	105492267	WBGene00017644	exc-9	ortholog_many2many	IV	7939812	7941064	AL928654.3	1	70.1299	63.5294
ENSG00000058262	HGNC Symbol	3	128051641	128071683	WBGene00013311	sec-61	ortholog_one2many	IV	14822540	14825264	SEC61A1	1	84.8739	85.4123
ENSG00000139625	HGNC Symbol	12	53479669	53500063	WBGene00001008	dlk-1	ortholog_one2many	I	12565804	12572801	MAP3K12	-1	25.4484	24.4612
ENSG00000213145	HGNC Symbol	14	105486317	105488947	WBGene00015216	valv-1	ortholog_many2many	IV	7444639	7445432	CRIP1	1	75.3247	69.0476
ENSG00000213145	HGNC Symbol	14	105486317	105488947	WBGene00017644	exc-9	ortholog_many2many	IV	7939812	7941064	CRIP1	1	70.1299	63.5294
ENSG00000164778	HGNC Symbol	7	155458129	155464831	WBGene00000439	ceh-16	ortholog_one2many	III	8622658	8626312	EN2	1	25.5255	45.4545
ENSG00000131018	HGNC Symbol	6	152121684	152637801	WBGene00000140	anc-1	ortholog_one2many	I	4321095	4359080	SYNE1	-1	15.7895	16.2551
ENSG00000129167	HGNC Symbol	11	18017564	18042426	WBGene00006600	tph-1	ortholog_one2many	II	7549335	7551977	TPH1	-1	48.8739	40.7895
ENSG00000132394	HGNC Symbol	3	128153454	128408646	WBGene00008133	efsc-1	ortholog_one2one	I	12978839	12982452	EEFSEC	1	28.0201	33.4
ENSG00000146910	HGNC Symbol	7	155474206	155555450	WBGene00017169	F01F1.15	ortholog_one2many	III	5868587	5869620	CNPY1	-1	18.4783	8.80829
ENSG00000175792	HGNC Symbol	3	128064778	128153914	WBGene00007784	ruvb-1	ortholog_one2one	V	9978791	9980802	RUVBL1	-1	60.0877	57.563
ENSG00000138750	HGNC Symbol	4	76114659	76148515	WBGene00003787	npp-1	ortholog_one2one	IV	9858488	9862118	NUP54	-1	26.43	20.9703
ENSG00000197111	HGNC Symbol	12	53452102	53481162	WBGene00003978	pes-4	ortholog_one2many	III	1216116	1222072	PCBP2	1	34.9727	29.6296
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011675	cyp-13A3	ortholog_many2many	II	9788801	9793284	TBXAS1	1	23.6207	26.3462
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011674	cyp-13A8	ortholog_many2many	II	9805627	9807532	TBXAS1	1	24.6552	28.0943
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00017108	cyp-43A1	ortholog_many2many	X	5714279	5717601	TBXAS1	1	17.4138	19.2015
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00014697	cyp-25A3	ortholog_many2many	III	3837551	3839477	TBXAS1	1	24.4828	28.2869
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00008809	cyp-13A11	ortholog_many2many	III	13021009	13023949	TBXAS1	1	22.931	25.7253
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00007967	cyp-25A4	ortholog_many2many	III	3849907	3852076	TBXAS1	1	22.2414	25.7485
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011671	cyp-13A4	ortholog_many2many	II	9795848	9797740	TBXAS1	1	25.1724	28.0769
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00014254	cyp-13A10	ortholog_many2many	II	9660839	9663007	TBXAS1	1	22.4138	25.0482
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011673	cyp-13A6	ortholog_many2many	II	9800761	9802721	TBXAS1	1	23.6207	26.4479
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00000372	cyp-13A7	ortholog_many2many	II	9803620	9805510	TBXAS1	1	24.8276	27.7992
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00010606	cyp-13B2	ortholog_many2many	X	14225573	14228768	TBXAS1	1	23.1034	26.2231
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011676	cyp-13A2	ortholog_many2many	II	9783403	9787419	TBXAS1	1	25.1724	28.3495
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011677	cyp-13A1	ortholog_many2many	II	9779182	9781950	TBXAS1	1	22.7586	25.4335
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00011672	cyp-13A5	ortholog_many2many	II	9798277	9800363	TBXAS1	1	25	27.8846
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00019438	cyp-25A6	ortholog_many2many	IV	4197467	4198365	TBXAS1	1	10.8621	25.2
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00008810	cyp-13A12	ortholog_many2many	III	13024547	13028012	TBXAS1	1	23.4483	26.2548
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00007963	cyp-25A1	ortholog_many2many	III	3832591	3834522	TBXAS1	1	24.4828	28.2869
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00007964	cyp-25A2	ortholog_many2many	III	3835221	3837211	TBXAS1	1	24.6552	28.4861
ENSG00000059377	HGNC Symbol	7	139777051	140020325	WBGene00008519	cyp-13B1	ortholog_many2many	X	13406674	13409644	TBXAS1	1	22.069	25.098
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000057	acr-18	ortholog_many2many	V	15551155	15559147	HTR3D	1	15.859	14.1176
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000951	deg-3	ortholog_many2many	V	11412870	11415159	HTR3D	1	13.4361	10.8156
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00017375	pbo-6	ortholog_many2many	X	17429042	17433103	HTR3D	1	12.3348	13.2701
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00012857	pbo-5	ortholog_many2many	V	20915486	20922738	HTR3D	1	14.5374	12.9666
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000062	acr-23	ortholog_many2many	V	3651686	3659499	HTR3D	1	12.1145	10.0917
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000059	acr-20	ortholog_many2many	II	14373831	14377890	HTR3D	1	12.3348	10.0719
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00008997	lgc-31	ortholog_many2many	V	15512765	15522020	HTR3D	1	16.0793	10.8148
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00019069	lgc-30	ortholog_many2many	IV	924936	939667	HTR3D	1	14.0969	12.0983
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000955	des-2	ortholog_many2many	V	11415342	11420293	HTR3D	1	14.978	12.1646
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00013534	acr-24	ortholog_many2many	IV	15497567	15510980	HTR3D	1	14.3172	11.2457
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000044	acr-5	ortholog_many2many	III	6509699	6514768	HTR3D	1	13.6564	10.3679
ENSG00000186090	HGNC Symbol	3	184031544	184039369	WBGene00000056	acr-17	ortholog_many2many	V	2608656	2615247	HTR3D	1	14.7577	13.0097
ENSG00000259494	HGNC Symbol	15	88459476	88467419	WBGene00021935	mrpl-46	ortholog_one2one	IV	800818	804547	MRPL46	-1	25.448	26.7925
ENSG00000142552	HGNC Symbol	19	49527618	49546962	WBGene00019760	calu-1	ortholog_one2many	X	4969537	4972281	RCN3	1	39.3293	41.0828
ENSG00000198176	HGNC Symbol	13	113584721	113641470	WBGene00001061	dpl-1	ortholog_one2many	II	9169910	9172565	TFDP1	1	31.9512	21.9064
ENSG00000181991	HGNC Symbol	15	88467453	88480773	WBGene00012244	mrps-11	ortholog_one2one	V	12493239	12494622	MRPS11	1	34.5361	32.2115
ENSG00000166426	HGNC Symbol	15	78340324	78348230	WBGene00002259	lbp-7	ortholog_many2many	V	13879552	13880213	CRABP1	1	36.4963	36.4963
ENSG00000166426	HGNC Symbol	15	78340324	78348230	WBGene00002258	lbp-6	ortholog_many2many	I	6728290	6729376	CRABP1	1	37.2263	37.7778
ENSG00000166426	HGNC Symbol	15	78340324	78348230	WBGene00002257	lbp-5	ortholog_many2many	I	6731267	6732280	CRABP1	1	33.5766	33.8235
ENSG00000166426	HGNC Symbol	15	78340324	78348230	WBGene00002260	lbp-8	ortholog_many2many	V	13890679	13891364	CRABP1	1	32.1168	32.1168
ENSG00000166426	HGNC Symbol	15	78340324	78348230	WBGene00021486	lbp-9	ortholog_many2many	V	2068449	2069143	CRABP1	1	30.6569	27.6316
ENSG00000079337	HGNC Symbol	12	47734367	47771040	WBGene00004255	epac-1	ortholog_one2many	III	10189218	10195399	RAPGEF3	-1	32.5027	28.9017
ENSG00000206190	HGNC Symbol	15	25677273	25865172	WBGene00012360	tat-3	ortholog_many2many	III	10722148	10730705	ATP10A	-1	34.7565	36.9242
ENSG00000206190	HGNC Symbol	15	25677273	25865172	WBGene00020784	tat-4	ortholog_many2many	II	6234483	6244287	ATP10A	-1	28.5524	29.436
ENSG00000148290	HGNC Symbol	9	133351755	133356676	WBGene00004787	sft-1	ortholog_one2one	III	3086693	3091738	SURF1	-1	35	32.5077
ENSG00000123066	HGNC Symbol	12	115953872	116277338	WBGene00002295	let-19	ortholog_one2many	II	8770975	8782020	MED13L	-1	24.9321	19.2523
ENSG00000177045	HGNC Symbol	19	45764785	45769226	WBGene00006775	unc-39	ortholog_one2one	V	14373389	14375799	SIX5	-1	14.3437	31.6418
ENSG00000116171	HGNC Symbol	1	52927229	53051703	WBGene00013284	daf-22	ortholog_one2one	II	12423514	12425694	SCP2	1	43.8757	58.2524
ENSG00000084072	HGNC Symbol	1	39692182	39763914	WBGene00000889	cyn-13	ortholog_one2many	IV	17111082	17116666	PPIE	1	35.9873	34.139
ENSG00000185800	HGNC Symbol	19	45782947	45792802	WBGene00007428	wdr-20	ortholog_one2many	V	10130405	10134148	DMWD	-1	33.0861	29.0365
ENSG00000204138	HGNC Symbol	1	28369582	28500369	WBGene00009174	F26H9.2	ortholog_one2many	I	9289753	9294035	PHACTR4	1	20.927	29.3307
ENSG00000151962	HGNC Symbol	4	154781213	154828813	WBGene00002000	hrp-2	ortholog_one2many	I	12060271	12064897	RBM46	1	31.3321	27.3322
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000057	acr-18	ortholog_many2many	V	15551155	15559147	HTR3C	1	22.8188	20
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000951	deg-3	ortholog_many2many	V	11412870	11415159	HTR3C	1	19.2394	15.2482
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00017375	pbo-6	ortholog_many2many	X	17429042	17433103	HTR3C	1	18.1208	19.1943
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00012857	pbo-5	ortholog_many2many	V	20915486	20922738	HTR3C	1	20.3579	17.8782
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000062	acr-23	ortholog_many2many	V	3651686	3659499	HTR3C	1	17.6734	14.4954
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000059	acr-20	ortholog_many2many	II	14373831	14377890	HTR3C	1	19.0157	15.2878
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00008997	lgc-31	ortholog_many2many	V	15512765	15522020	HTR3C	1	20.3579	13.4815
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00019069	lgc-30	ortholog_many2many	IV	924936	939667	HTR3C	1	19.0157	16.0681
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000955	des-2	ortholog_many2many	V	11415342	11420293	HTR3C	1	19.6868	15.7424
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00013534	acr-24	ortholog_many2many	IV	15497567	15510980	HTR3C	1	19.6868	15.2249
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000044	acr-5	ortholog_many2many	III	6509699	6514768	HTR3C	1	19.9105	14.8829
ENSG00000178084	HGNC Symbol	3	184053047	184060671	WBGene00000056	acr-17	ortholog_many2many	V	2608656	2615247	HTR3C	1	20.3579	17.6699
ENSG00000104936	HGNC Symbol	19	45769717	45782552	WBGene00006437	mrck-1	ortholog_one2many	V	6257392	6267287	DMPK	-1	39.1236	15.7035
ENSG00000196475	HGNC Symbol	4	79406352	79408293	WBGene00020007	R11F4.1	ortholog_one2many	II	4091837	4094349	GK2	-1	42.4955	46.8127
ENSG00000129159	HGNC Symbol	11	17734774	17856804	WBGene00004793	shw-3	ortholog_many2many	V	12973261	12976704	KCNC1	1	35.0427	42.7975
ENSG00000129159	HGNC Symbol	11	17734774	17856804	WBGene00001202	egl-36	ortholog_many2many	X	10734326	10744355	KCNC1	1	36.0684	37.8136
ENSG00000129159	HGNC Symbol	11	17734774	17856804	WBGene00008819	shw-1	ortholog_many2many	II	8305745	8321471	KCNC1	1	35.7265	33.7641
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000057	acr-18	ortholog_many2many	V	15551155	15559147	HTR3E	1	20.1245	19.0196
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000951	deg-3	ortholog_many2many	V	11412870	11415159	HTR3E	1	16.1826	13.8298
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00017375	pbo-6	ortholog_many2many	X	17429042	17433103	HTR3E	1	16.5975	18.9573
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00012857	pbo-5	ortholog_many2many	V	20915486	20922738	HTR3E	1	17.0124	16.11
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000062	acr-23	ortholog_many2many	V	3651686	3659499	HTR3E	1	16.39	14.4954
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000059	acr-20	ortholog_many2many	II	14373831	14377890	HTR3E	1	17.4274	15.1079
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00008997	lgc-31	ortholog_many2many	V	15512765	15522020	HTR3E	1	20.1245	14.3704
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00019069	lgc-30	ortholog_many2many	IV	924936	939667	HTR3E	1	18.2573	16.6352
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000955	des-2	ortholog_many2many	V	11415342	11420293	HTR3E	1	18.4647	15.9213
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00013534	acr-24	ortholog_many2many	IV	15497567	15510980	HTR3E	1	17.4274	14.5329
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000044	acr-5	ortholog_many2many	III	6509699	6514768	HTR3E	1	15.1452	12.2074
ENSG00000186038	HGNC Symbol	3	184097064	184106995	WBGene00000056	acr-17	ortholog_many2many	V	2608656	2615247	HTR3E	1	17.2199	16.1165
ENSG00000148848	HGNC Symbol	10	126012381	126388455	WBGene00000074	adm-2	ortholog_one2many	X	13687973	13695771	ADAM12	-1	25.4125	24.2647
ENSG00000123268	HGNC Symbol	12	50763710	50821122	WBGene00000793	crh-1	ortholog_one2many	III	11657738	11693837	ATF1	1	29.8893	18.9252
ENSG00000174839	HGNC Symbol	3	57625457	57693089	WBGene00018777	F53H1.3	ortholog_one2many	IV	1329162	1339376	DENND6A	-1	38.3224	42.0578
ENSG00000114113	HGNC Symbol	3	139452884	139480747	WBGene00002259	lbp-7	ortholog_many2many	V	13879552	13880213	RBP2	-1	29.1045	28.4672
ENSG00000114113	HGNC Symbol	3	139452884	139480747	WBGene00002258	lbp-6	ortholog_many2many	I	6728290	6729376	RBP2	-1	30.597	30.3704
ENSG00000114113	HGNC Symbol	3	139452884	139480747	WBGene00002257	lbp-5	ortholog_many2many	I	6731267	6732280	RBP2	-1	28.3582	27.9412
ENSG00000114113	HGNC Symbol	3	139452884	139480747	WBGene00002260	lbp-8	ortholog_many2many	V	13890679	13891364	RBP2	-1	27.6119	27.0073
ENSG00000114113	HGNC Symbol	3	139452884	139480747	WBGene00021486	lbp-9	ortholog_many2many	V	2068449	2069143	RBP2	-1	26.8657	23.6842
ENSG00000138741	HGNC Symbol	4	121879027	121951754	WBGene00004976	spe-41	ortholog_one2many	III	3439023	3444207	TRPC3	-1	18.241	19.6721
ENSG00000198754	HGNC Symbol	1	39769523	39771348	WBGene00007330	C05C10.3	ortholog_one2many	II	9934403	9936893	OXCT2	-1	54.9323	54.5106
ENSG00000117906	HGNC Symbol	15	76931619	76954392	WBGene00017240	calu-2	ortholog_one2one	I	6758181	6760179	RCN2	1	26.8657	31.4685
ENSG00000114115	HGNC Symbol	3	139517434	139539829	WBGene00002259	lbp-7	ortholog_many2many	V	13879552	13880213	RBP1	-1	20.3046	29.1971
ENSG00000114115	HGNC Symbol	3	139517434	139539829	WBGene00002258	lbp-6	ortholog_many2many	I	6728290	6729376	RBP1	-1	20.3046	29.6296
ENSG00000114115	HGNC Symbol	3	139517434	139539829	WBGene00002257	lbp-5	ortholog_many2many	I	6731267	6732280	RBP1	-1	19.797	28.6765
ENSG00000114115	HGNC Symbol	3	139517434	139539829	WBGene00002260	lbp-8	ortholog_many2many	V	13890679	13891364	RBP1	-1	20.8122	29.927
ENSG00000114115	HGNC Symbol	3	139517434	139539829	WBGene00021486	lbp-9	ortholog_many2many	V	2068449	2069143	RBP1	-1	19.2893	25
ENSG00000064393	HGNC Symbol	7	139561570	139777778	WBGene00001994	hpk-1	ortholog_one2many	X	4210573	4217290	HIPK2	-1	29.7997	42.1986
ENSG00000130810	HGNC Symbol	19	10106289	10111634	WBGene00003062	lpd-6	ortholog_one2many	I	3144410	3147793	PPAN	1	33.1924	27.3997
ENSG00000071243	HGNC Symbol	7	120950749	120977216	WBGene00020287	lsy-13	ortholog_many2many	IV	16862396	16865479	ING3	1	11.7225	19.8381
ENSG00000071243	HGNC Symbol	7	120950749	120977216	WBGene00013095	ing-3	ortholog_many2many	II	13876034	13882585	ING3	1	23.9234	20.4082
ENSG00000071243	HGNC Symbol	7	120950749	120977216	WBGene00021545	Y43H11AL.1	ortholog_many2many	II	222700	232739	ING3	1	19.1388	16.3265
ENSG00000172031	HGNC Symbol	1	92029982	92063536	WBGene00019329	ceeh-1	ortholog_many2many	III	828590	832277	EPHX4	1	36.7403	32.9208
ENSG00000172031	HGNC Symbol	1	92029982	92063536	WBGene00010628	ceeh-2	ortholog_many2many	V	10356285	10357903	EPHX4	1	30.9392	31.5493
ENSG00000197323	HGNC Symbol	1	114392777	114511160	WBGene00003599	nhl-3	ortholog_one2many	II	595207	602120	TRIM33	-1	10.2928	16.6189
ENSG00000135587	HGNC Symbol	6	109440763	109443919	WBGene00012105	T27F6.6	ortholog_one2one	I	12490976	12494530	SMPD2	1	31.9149	31.106
ENSG00000033800	HGNC Symbol	15	68054179	68198603	WBGene00001574	gei-17	ortholog_one2many	I	9100846	9107939	PIAS1	1	25.4211	21.2821
ENSG00000180198	HGNC Symbol	1	28505943	28539300	WBGene00004304	ran-3	ortholog_one2one	II	8322612	8325052	RCC1	1	33.8496	26.8893
ENSG00000230667	HGNC Symbol	1	92074533	92075441	WBGene00005007	spr-2	ortholog_one2many	IV	8891466	8892747	SETSIP	-1	37.4172	36.1022
ENSG00000262526	Clone-based (Ensembl) gene	17	7240427	7244635	WBGene00007054	scpl-1	ortholog_one2many	I	10085713	10102012	AC120057.2	-1	55.1724	3.25866
ENSG00000130811	HGNC Symbol	19	10115017	10119918	WBGene00001230	eif-3.G	ortholog_one2one	II	8442765	8444239	EIF3G	-1	30	36.6412
ENSG00000175826	HGNC Symbol	17	7243591	7252491	WBGene00018474	cnep-1	ortholog_one2one	II	7310348	7313787	CTDNEP1	-1	58.6066	51.8116
ENSG00000258102	HGNC Symbol	12	116548105	116576448	WBGene00002981	lgg-2	ortholog_one2many	IV	10934186	10935914	MAP1LC3B2	1	53.6	47.1831
ENSG00000168386	HGNC Symbol	3	99830141	100114513	WBGene00016792	C49H3.6	ortholog_one2many	IV	7903740	7907083	FILIP1L	-1	8.63436	17.7536
ENSG00000198862	HGNC Symbol	21	28928144	28992956	WBGene00021831	Y54E10A.11	ortholog_one2one	I	3176419	3192857	LTN1	-1	16.1148	20.1936
ENSG00000146731	HGNC Symbol	7	56051630	56063989	WBGene00000381	cct-6	ortholog_one2many	III	5853532	5855687	CCT6A	1	65.9134	64.9351
ENSG00000111405	HGNC Symbol	12	47709734	47725567	WBGene00019779	endu-2	ortholog_one2many	X	8242056	8247869	ENDOU	-1	19.0244	13.6364
ENSG00000111405	HGNC Symbol	12	47709734	47725567	WBGene00010488	endu-1	ortholog_one2many	I	9745967	9747923	ENDOU	-1	23.6585	31.5961
ENSG00000243207	HGNC Symbol	19	10106223	10114780	WBGene00003062	lpd-6	ortholog_one2many	I	3144410	3147793	PPAN-P2RY11	1	19.0176	26.3525
